house_id,rooms,bathrooms,area_m2,description,image_url,location_id,seller_id
362,,,385.0,"Nous vous proposons en bordure d’un boulevard avec grande affluence au point e super emplacement, une villa à démolir idéal pour projet immobilier faisant 385m2 TF à un prix très intéressant.merci de nous contacter pour plus d’infos",,21,18
363,5.0,5.0,300.0,"Nous vous proposons aux maristes une Magnifique Villa à vendre juste à l’entrée vers l’autoroute en passant devant la station total bâtie sur 300m2 et composée comme suit: -RDC: 1 chambre avec sde,1 grand salon avec salle à manger,1 cuisine bien aménagée,toilette visiteur,cour avant et arrière,double garage,réservoir et pompe -1er étage : chambre parentale avec split,grand dressing et sdb 3 chambres avec split et sde,2eme salon avec split -2eme étage: grande terrasse avec cuisine africaine,1 studio avec balcon -Grande terrasse ouverte avec réservoir Merci de nous contacter pour plus d’infos et images",,88,18
364,1.0,,,Je vends un Titre foncier d une surface de #{area} m2. Pour toutes autres informations contactez moi si vous le souhaitez.,,9,37
365,2.0,2.0,150.0,"À vendre 1 villa à Diakhaye de 150 m2 titre foncier global à un très bon prix, elle comprend 2 chambres salon 2 toilettes cour avant et arrière.",,3,67
366,5.0,5.0,1.2,"Villa neuve meublée à POPENGUINE, eau chaude par panneaux solaires, accès rapide Dakar par Autoroute, Aéroport Blaise DIAGNE à 15 min, 200m de la plage, dans quartier calme et verdoyant.",,15,152
367,,,422.0,"Almadie.Derriere Philip Morris, Zone de recasement1,terrains de 422m² Angle a vendre, zone deja Aménagés, accessible, calme et résidentiel. Papier Bail Individuel. Pour Plus d'infos nous contacter",,36,42
368,,,250.0,Un immeuble titré foncier à vendre à yoff de 250m2 avec 8 appartements tous déjà loués à 250 mille l'un. Apport mensuel de la location: 02 millions.,,62,153
369,5.0,3.0,317.0,Villa basse 317m2 TF à vendre centre ville plateaux rue Amadou Assane Ndoye: Page Facebook :Habitat square Immobilier,,76,19
370,3.0,1.0,150.0,La villa f4 c’est trois chambres salons cuisine garage espace familiale cour arriéré  avec possibilité d’extension fondation R+1. Avec un intérêt de 5% pour la location-vente avec possibilités de le payer sur deux conditions : Première condition : Le client fait une ouverture de dossier de 400 000 avec sa photocopie carte d’identité ou passeport vous donnez un apport de 50% soit 11 497 500 pendant  1 ans on vous remet votre clés et le reste sur 4 ans avec des mensualités 239 532. Deuxième condition : Le client donne un apport de 30% soit 3 449 250 sur les premiers 50%  et le reste du montant qui de 8 048 250 sur 1 ans soit des mensualités de 670 688 par mois  après la remise des clés le client paye l’autre 50% sur 4 ans avec des mensualités de 239 532 par mois Pour plus de renseignement veuillez me contacter  Saidou Sarr Conseiller commercial Fimolux,,11,9
371,,,400.0,"Almadie Zone de Recasement, Derrière Philip Morris, Villa R+1 sur moin de 400m² ,Villa Composé de 6 chambres 2 salons, 2 cuisines, entièrement équipé et meublé, piscine, jacousi et petit jardin, zone calme , accessible et résidentiel. Villa récent , vente devant notaire. Pour Plus D'informations ou Visite Appelez Nous",,10,42
372,,,1.0,"Somone Vers Nguaparou (Mbour) A moin de 10minutes du centre de saly, Deux Villas Coller de 500m² chacune, total 1000m², même composition, zone calme et résidentiel, accessible, composition par villa, de 3 chambres salon cuisine 3 toilettes, cours, jardin et piscine ,possible de cumuler les deux villas en un seul. idéal pour second résidence. Pour Plus d'infos ou visite contacter nous",,37,42
373,,,500.0,"Nguaparou Vers Somone (Mbour) A moin de 10minutes du centre de saly, villa de 500m² zone calme et résidentiel, accessible, compose de 3 chambres salon cuisine 3 toilettes, cours, jardin et piscine a vendre. idéal pour second résidence. Pour Plus d'infos ou visite contacter nous",,37,42
374,13.0,13.0,210.0,"Almadie Zone de Recasement, Derrière Philip Morris, Immeuble R+3 sur 210m²,composé de 3 chambres salons 3 salles de bains, 1 toilette visiteur, balcon, espace familial, cuisine équipé, salon Par Niveau, Total 4 Appartements de F4,1 Grand Studio au Rez de chaussé et 2 Magasins Commerciaux, espace commune, terrasse amenagé, suppresseur d'eau, zone calme, résidentiel et accessible. Immeuble en cour d'achèvement. Nouveau Quartier des Almadies. Pour Plus D'infos Appelez Nous",,36,42
375,,,,"Almadie Villa Derrière Bicis, superficie 257m² Sur 3 Niveaux R+2 et Terrasse amenagé, Villa Composé de 6 chambres 3 salons, 3 cuisines, entièrement équipé et meublé, piscine, jacousi et petit jardin, zone calme , accessible et résidentiel. Villa Neuf Jamais habité, vente devant notaire. Pour Plus D'informations ou Visite Appelez Nous",,10,42
376,8.0,8.0,250.0,"Nous vous proposons un immeuble r+1 à vendre titre bail de 250m2 à 100m de la mosquée cité assemblé deuxiéme ligne façade avant et arrière reste carrelage -alu -menuiserie bois -pose appareil sanitaire -staff -et peinture + les splits avec 4 appartements de 2 chambres,salon à un prix très intéressant Merci de nous contacter pour plus d’infos",,43,18
377,,,10.0,"Nguerigne Vers Nguaparou, Villa Luxe de 1Hectare (10.000m²) Tres Bien Situé, Accessible, Calme et Tres Proches des Commodités de Saly, Somone & Nguaparou Villa avec eau, électricité, villa clôturé, compose de 2chambres salon...garages, piscine...toutes les commodités installé, papier bail individuel OCCASION A SAISIR DE FAIRE UN BON INVESTISSEMENT. Plus D'infos Ou Visite Appelez Nous",,77,42
378,,4.0,303.0,"TITRE FONCIER Grande villa de 3 chambres avec de beaux volumes à vendre 3mn du centre de Saly Située Sénégal dans un quartier sécurisé, calme proche de L'école de Foot Diambar, a 500 mètres du nouvel Auchan , près de l'école Jacque Prevert nouvellement construite , proche de toutes ses commodités, écoles, banques et commerces dans Saly. 200 m2 habitables sur un terrain de 303 m2. • Cette jolie villa de 3 chambres avec 3 salles de bain, est très bien entretenue et toute équipée. • A l'étage, une grande mezzanine aménageable plus deux chambres et balcon • Une grande pièce séjour et cuisine ouverte équipée cuisine américaine avec bar • WC visiteur • Toiture tuiles, menuiserie alu, moustiquaires, aménagements intérieur et plafonds en bois et volets motorisés et nombreux rangements. • Garage fermé 2 voitures, • Grande terrasse ombragée, jardin • Piscine de 35 m2 et une Cuisine extérieure Africaine • Elle comprend également une maison de gardien avec deux pièces et une buanderie avec douche • Ce bien est aussi équipé des deux chauffe-eaux, d'un surpresseur, puits et d'une 1000m³ réserve d'eau, Equipée d’un onduleur + batteries • Sécurisée par un système de surveillance avec caméras intérieures et extérieures Rien ne manque pour cette charmante très bien entretenue charmante villa récente, aux matériaux de qualité, est de plus parfaitement entretenue et très bien équipée. Un achat de choix, sécurisé et pour lequel l'emprunt bancaire est possible.",,80,154
379,4.0,,,"Villa R+1 F5 à vendre de 300m2 angle, composée de 4 chambres, salon, 4 toilettes, un grand jardin , espace familial. Veuillez nous contacter pour toutes autres informations.",,9,50
380,6.0,,,Nous vous proposons une très belle villa R+2 bien éclairée de 300m2 dans une zone calme et sécurisée sise à cité Isra 2 de Hann Marinas composée de : - 6 chambres avec leur salle de bain - un grand salon - Deux terrasses et une case - deux cuisines semi-équipées - Un garage - Une cour arrière - Toilettes visiteurs,,88,50
381,6.0,,,Nous vendons un Immeuble R+4 situé à l'unité 26 (prés de la VDN prolongée) avec les descriptifs suivants : - RDC deux magasins et un appartement 3 chambres salon - 1er au 3eme Etage nous avons 2 appartements de 2 chambres + salon - 4eme Etage un appartement de 4 chambres salon,,35,50
382,5.0,,,"OBTENEZ UNE VILLA TRES FACILEMENT AU SENEGAL (MBAMBILOR) RUFISQUE Possible Les Villas Sont Situes A 35 Minutes de Dakar Votre Villa Basse Neuve F4, Composé de 3 chambres Salon Cuisine, Salle de Bain,1 Toilette Visiteur, Cour Avant & Arrière, Accessible, Calme, et Proche de la Mer, de la Vdn3 Prolongé, de l'aéroport Blaise Diagne A 30 Minutes de Véhicule, A 20Minutes du Centre de Diamniadio Possible d'avoir aussi Une Villa R+1 Neuve Composé de 4Chambres Salon Cuisine, 3 Toilettes, Cours Intérieur, Garage… Villa Modifiable selon. vos. Options, Avec Toutes les commodités, Mosque, Hôpital, Marche, Route, Goudronnée, Eau ,électricité, Poste de Police & Autres Commodites.Pour toutes autres informations contactez moi si vous le souhaitez.",,9,42
383,,,,"Immeuble de 350m2 r+7 à vendre à la cité keur goorgui avec ascenseur et parking sous sol. Composé de 16 appartements de standing. L'immeuble a bon apport locatif. Pour plus d'infos, nous consulter. Nb: image illustratrice.",,29,36
384,,,,"Immeuble R+4 sur sacre coeur3, Accessible et Calme, Compose d'appartement F2, D'Appartement F4,superficie 295m² Titre Foncier Valeur Locatif Intéressante, Contacter Nous Plus D'infos",,29,42
385,,,,"Almadie, Vers le corp de la Paix, Immeuble R+4 sur 150m² Composé de 4 Studios, 4 Appartements de F3,1Chambre Toilette et 1 Magasin, Valeur Locatif Tres Intéressante, Accessible, Calme et Résidentiel, Pour Plus de Detail Contacter Nous",,10,42
386,,,,"Zac Mbao,Rue en Face Brioche Doré, Immeuble R+2, sur 150m² Composé Sur chaque niveau, Un Appartement de 3 Chambres Salon Cuisine, 2 Toilettes, Cours Intérieur, Accessible, Calme et Proche des Commodités. Pour Plus D'infos, Contactez Nous.",,17,42
387,,,,"Mamelles Aéroport,Cité Assemble, Proche de la Corniche, Villa de 250m² R+2 A Finir, Compose sur chaque Niveau Un Appartement F4 à Finir, Accessible; Calme et Résidentiel, Plus D'infos; Appelez Nous.",,43,42
388,8.0,4.0,,"Villa R+1 situe a la Cité Ndeye Marie de Mbao, comprenant 1 appartement `a chaque niveau. Chaque appartement se compose de 4 chambres,1 salon et 2 toilettes. Papiers Titre foncier individuel et vente devant notaire. Contactez moi pour une vente rapide.",,2,155
389,,,400.0,"Immeuble en finition avec des pieces de belles dimensions. Très accessible et sécurisé, c'est idéal pour des investisseurs pressées. Nature juridique: titre foncier.",,10,113
390,,,,Villa R+2 angle commerciale à vendre Hlm grand yoff en bordure de route très accessible : Page Facebook :Habitat square Immobilier,,89,19
391,4.0,2.0,150.0,"Vends une villa neuve située à Keur Massar jaxxay unité 16 à coté de la mairie . composée de 4 chambres,salon, 2 salles de bain, toilette publique, espace familial, 2 patios.Papiers SN HLM.",,3,2
392,2.0,1.0,200.0,"Villa a vendre à Ouakam comico, délabrée avec deux chambres, salon et grande court, surface totale 200m2, bail, sur une grande rue, avec possibilite d'avoir un parking avant de 4 véhicule au moins",,90,62
393,4.0,2.0,203.0,Villa a vendre a dieupeul sur une route principale très commercial idéal pour un projet immobilier,,50,24
394,4.0,4.0,1.0,"Sur un terrain de 1000m2 , titre foncier dont 274m2 habitable , cette villa en bordure de route a la fois habitable et commerciale, composée de 4 chambres avec un studio indépendant, salon, cuisine, salle dd bain, toilette, Une douche, wc, garage et entrée garage dont 3 voitures peuvent stationner, pergola. HANN MARISTE CITE ADINIANG",,19,164
395,,,,"Très grande villa angle de 324 Mettre carré bâti sur 400 mettre carré espace famille cour avant et autour Vue sur Mer en haut terrasse et studios ch + salon cuisine américaine et toilette En bas 4 chambres salon et salle à mangé Proximité centre aéré de bceao et plage pieds dans l’eau Zone résidentiel,calme et sécurité total Heure de visite sur rendez vous Merci",,62,165
396,,,,Votre agence immobilière Keur-Immo vous propose à la vente à Mbodiene. Très jolie villa moderne en 1er ligne Lagune à Mbodiene. Venez retrouver le calme de la nature.,,26,8
397,,,,⭐ prix à la baisse ⭐ Votre agence immobilière Keur-Immo vous propose à la vente à Ngaparou-Somone. Deux petites villa située côté à côte sur un terrain de 328 m2. Idéalement placé dans l'une des plus belle baie de la petite côte. Possibilité de raser les maisons si vous souhaitez construire. Possibilité de vendre séparément les deux maisons. Coup de coeur : l'emplacement est tout simplement incroyable. Titre :Domaine national Maritime Prix : 275.000.000 cfa,,20,8
398,3.0,2.0,150.0,"Une belle villa basse située à Keur Massar Jaxaay unité 12A composée de 3 chambres salon 2 sdb pation , une cour derrière , toilette publique .Papiers SNHLM.",,3,2
399,5.0,,,Belle villa R+1 à vendre zac Mbao côté auchan : 05chambres+salon+cuisine+garage Page Facebook :Habitat square Immobilier,,12,19
400,6.0,,300.0,"4 chambres, 1 bureau, 1 salle multimédia au 2ème étage. Grande cour",,25,113
401,5.0,5.0,739.0,5 chambres ventilées et climatisées avec toilettes Deux salons Une cuisine Européenne Une cuisine africaine Piscine Panneaux solaires Puits + surpresseur+ reserve Camera + detecteurs de mouvement Double garage Peut être vendue avec ou sans les meubles,,94,30
402,3.0,,150.0,Vends une maison située à la cité Tawfekh de Niague .Composée de chambres salon toilette cuisine cour devant et une grande cour derrière .Papiers SNHLM,,95,2
403,1.0,1.0,90.0,"Studio meublé haut de gamme très spacieux à NGor près de la mer chambre et salon climatisés cuisine équipée mini bar, wifi canal chauffe eau, micro onde, femme de ménage, gardiennage 24h sur 24.",,10,173
404,4.0,3.0,150.0,"Villa vies de route Dieuppeul 2 R+2 composée de 4 chambres, salon, cuisine, 2 salles d eau, balcons, terrasse",,50,167
405,3.0,4.0,200.0,Appartement neuf à louer à ngor almadies 3 chambres salon 3 salles de bain toilette visiteur sejour parking extérieur cuisine aménagée buanderie armoire incorporée dans chaque chambre,,36,13
406,,,,"Belle chambre climatisée aux Maristes, la chambre est équipée d’une télé, gaz, salle de bain.",,88,174
407,,,7.054,TERRAIN NU DE 7.054M² À MARISTES,,88,175
408,4.0,,,Je vends un appartement type 4 chambres avec 4 salle(s) de bain. Pour toutes autres informations contactez moi si vous le souhaitez.,,21,37
409,3.0,4.0,200.0,"Appartement de 3 chambres salon un au 4ème et un autre 6ème et respectivement 2 millions pour le 4ème et 2,2millions pour le 6ème avec vue sur mer pour tous les 2 juste avant rond-point césar côté fann résidence avenue des ambassades",,21,176
410,1.0,,,"Nous mettons en location de grande studios meublés dans un immeuble très luxueux situé à la cité Keur Gorgui derrière le siège de la pds où de l OFNAC climatisation, m'y canal plus, salle d'eau ,cuisine américaine bien équipée , un balcon , gardiennage, suppresseur ascenseur inclus.",,29,177
411,,,,"Je suis au sommet d'un 3éme étage je me trouve au milieu d'une terrasse je suis entourée de fleurs la paix règne le silence me berce je n'entends que le chant des oiseaux. Je suis une grande case composée d'un salon marocain, d'un minibar muni de tout le nécessaire et d'un lit avec matelas moelleux, ma chambre est climatisée mon wifi est disponible 24/24 mon eau de bain est chaude je m'appelle meublée 5 *****. Adresse: scat urbam derrière numéro uno contacter nous.",,24,178
